BALANCE,FEE,SMS_COUNT,FLOW_DATA,CALL_DURATION,DEVELOP_TYPE,LAST_DEPOSIT_FEE,age,deposit_interval_day,class
164.22,19,0,2002.36,2,1,100,27,125,0
27.2,47.6,0,16743.51,7,1,30,25,9,0
0,0,0,0,0,1,30,19,194,1
0,0,0,0,0,2,50,47,254,1
0,0,0,0,0,1,50,20,263,1
298.14,50,0,35898.3,0,1,100,29,59,0
0,0,0,0,0,1,20,34,246,1
0,0,0,0,0,2,50,36,265,1
0,0,0,0,0,2,0,22,17629,1
0,0,0,0,0,2,15,28,190,1
32.2,54.7,0,23937.55,156,1,20,32,12,0
0,0,0,0,0,2,16,21,190,1
49.04,42.1,0,27126.58,3,1,100,48,37,0
408.94,14.61,0,0,0,1,500,33,253,0
57.2,53.2,0,7681.39,202,1,50,28,6,0
0,0,0,0,0,2,10,19,207,1
37.12,70.2,3,5834.13,327,1,30,31,7,0
0,0,0,0,0,2,20,22,223,1
0,0,0,0,0,2,20,21,192,1
0,0,0,0,0,1,30,18,218,1
0,0,0,0,0,2,50,28,246,1
0,0,0,0,0,1,50,20,261,1
0,0,0,0,0,2,15,25,190,1
0,58.8,8,10801.13,102,1,30,29,17,0
0,0,0,0,0,1,50,20,197,1
0,0,0,0,0,2,50,46,252,1
0,0,0,0,0,2,18,24,192,1
39.5,62.3,1,34234.91,114,1,20,36,0,0
60.76,53.2,0,5590.19,64,1,30,22,3,0
53.8,84.7,0,43236.67,22,1,50,22,9,0
0,0,0,0,0,1,20,26,189,1
31.7,21.1,0,426.85,9,1,50,31,38,0
0,0,0,0,0,2,50,22,255,1
113.6,56.5,5,42990.81,42,1,100,22,27,0
0,0,0,0,0,2,0,21,17629,1
0,0,0,0,0,1,50,24,262,1
24.3,76,16,11729.24,235,1,10,18,1,0
0,0,0,0,0,2,20,19,192,1
43.5,48.6,2,764.1,231,1,30,22,2,0
29.8,41.1,0,2743.91,15,1,20,19,6,0
144.72,108.6,4,17282.03,529,1,100,24,23,0
0,0,0,0,0,2,20,19,231,1
0,0,0,0,0,2,15,20,190,1
20.3,35.8,0,5942.93,39,1,30,18,18,0
0,0,0,0,0,1,50,29,247,1
0,0,0,0,0,1,30,41,197,1
0,0,0,0,0,2,10,48,197,1
0,0,0,0,0,2,20,20,190,1
0,0,0,0,0,2,50,15,261,1
0,0,0,0,0,2,16,29,190,1
0,0,0,0,0,2,30,48,225,1
38.37,49,0,3489.31,103,1,30,19,8,0
0,0,0,0,0,1,30,28,216,1
0,0,0,0,0,2,50,21,255,1
0,0,0,0,0,2,2,22,195,1
49.2,48.2,0,16146.85,59,1,30,21,1,0
35,26.2,0,2199.59,33,1,30,28,1,0
33.03,27.9,0,1102.82,6,1,20,35,8,0
0,0,0,0,0,2,15,32,190,1
0,0,0,0,0,2,15,16,190,1
36,68.5,22,16881.3,339,1,20,20,0,0
0,0,0,0,0,1,30,40,198,1
5.7,21.7,0,1110.37,0,1,50,20,68,0
0,0,0,0,0,2,50,20,218,1
35.92,29.4,0,26458.11,3,1,20,20,9,0
0,0,0,0,0,2,19,20,192,1
0,0,0,0,0,1,50,33,222,1
0,0,0,0,0,1,50,19,254,1
0,0,0,0,0,2,50,25,264,1
0,0,0,0,0,2,20,22,192,1
0,0,0,0,0,2,15,25,192,1
0,0,0,0,0,1,50,29,246,1
0,0,0,0,0,2,10,21,215,1
21.4,24.4,0,17541.6,3,1,10,21,5,0
37.22,41.6,0,13405.34,3,1,20,28,2,0
0,0,0,0,0,1,10,20,180,1
0,0,0,0,0,1,30,29,202,1
0,0,0,0,0,2,18,21,192,1
0,0,0,0,0,2,20,26,192,1
0,0,0,0,0,2,50,18,264,1
32.82,20.8,2,12184.74,34,1,50,39,20,0
0,0,0,0,0,1,30,20,242,1
0,0,0,0,0,2,20,31,261,1
0,0,0,0,0,2,0,20,17629,1
0,0,0,0,0,2,0,15,17629,1
0,0,0,0,0,1,10,21,193,1
36.14,144.3,1,77873.04,73,1,30,18,12,0
18.63,42.7,6,7637.83,25,1,20,20,13,0
3.26,34.2,0,12993.59,6,1,20,17,20,0
39.14,52.9,0,6109.6,71,1,50,22,15,0
0,0,0,0,0,2,50,40,260,1
10.27,39.3,0,8317.56,9,1,30,28,23,0
95.02,37.3,0,12067.21,0,1,300,32,151,0
0,0,0,0,0,2,50,46,251,1
0,0,0,0,0,2,22,23,192,1
0,0,0,0,0,2,15,20,192,1
0,0,0,0,0,2,20,23,216,1
0,0,0,0,0,1,50,24,255,1
20.73,22,0,8992.6,3,1,30,20,26,0
79.02,19,0,0,0,1,200,35,190,0
0,0,0,0,0,2,4.58,14,195,1
0,0,0,0,0,1,50,24,225,1
0,8.15,0,0,0,1,8.15,30,35,1
0,0,0,0,0,1,30,22,188,1
65.12,54.2,0,49251.27,7,1,50,20,5,0
28.63,81.7,2,12886.67,400,1,100,21,31,0
31.24,41.2,13,0,229,1,30,48,4,0
0,0,0,0,0,1,50,19,260,1
0,0,0,0,0,2,30,25,222,1
0,0,0,0,0,2,50,24,239,1
0,0,0,0,0,2,30,16,211,1
0,0,0,0,0,1,50,24,219,1
0,0,0,0,0,2,20,23,236,1
0,0,0,0,0,1,50,33,261,1
0,0,0,0,0,1,5,21,173,1
0,0,0,0,0,2,10,24,244,1
9.22,0,0,0,0,2,50,17,263,1
4.82,24.5,0,270.24,10,1,20,27,21,0
0,0,0,0,0,1,10,21,173,1
0,0,0,0,0,2,20,24,263,1
0,0,0,0,0,2,50,26,243,1
0,0,0,0,0,1,2.68,21,241,1
0.04,0,0,0,0,2,0.3,22,67,1
36.82,42.6,2,1005.14,88,1,30,37,11,0
220.65,43.3,0,7588.16,54,1,150,28,159,0
35.82,49.4,8,4257.69,230,1,30,24,6,0
102.42,85.9,8,25943.02,544,1,100,21,12,0
0,0,0,0,0,1,50,18,197,1
15.12,52.8,7,15718.24,157,1,30,22,18,0
34.23,46.5,2,12177.74,55,1,30,17,11,0
0,0,0,0,0,1,10,20,220,1
34.73,45.3,0,4911.7,15,1,30,35,4,0
0,0,0,0,0,2,19,22,192,1
41.62,36.7,0,18.63,154,1,50,26,13,0
28.54,117.7,11,12387.37,171,1,20,21,1,0
32.39,30,0,4353.22,30,1,30,28,10,0
0,0,0,0,0,2,20,68,236,1
34.93,29.3,0,3821.51,137,1,30,24,12,0
0,0,0,0,0,2,20,17,192,1
0,0,0,0,0,2,10,21,210,1
0,0,0,0,0,2,20,18,232,1
0,0,0,0,0,2,50,22,252,1
52.62,32.3,0,15353.87,4,1,100,32,97,0
0,0,0,0,0,2,20,18,192,1
0,0,0,0,0,1,8,28,180,1
4.43,47.1,0,10072.48,2,1,5,26,9,0
29.23,50.9,1,8902.15,44,1,20,22,2,0
0,0,0,0,0,1,30,31,250,1
0,0,0,0,0,1,30,20,205,1
0,0,0,0,0,2,18,27,192,1
35.62,57.6,7,34830.63,378,1,30,23,6,0
26.53,55,55,10091.4,154,1,10,25,2,0
30.66,52.5,0,9897.57,97,1,50,44,16,0
0,0,0,0,0,2,50,36,261,1
0,0,0,0,0,1,20,22,191,1
0,0,0,0,0,2,20,25,192,1
32.74,34.6,7,766.16,34,1,10,44,13,0
11.53,32.9,0,2048.77,0,1,30,33,17,0
0,0,0,0,0,1,50,45,261,1
0,0,0,0,0,1,30,22,222,1
0,0,0,0,0,1,50,17,210,1
0,0,0,0,0,2,20,21,192,1
0,0,0,0,0,1,50,25,257,1
36.54,48.4,6,11871.4,63,1,30,31,3,0
59.86,81.2,4,59525.15,40,1,20,48,10,0
0,0,0,0,0,1,50,25,254,1
65.44,40.7,0,15833.47,0,1,50,36,7,0
27.23,55.7,3,17185.31,63,1,30,19,9,0
4.13,20.8,1,52.51,0,1,50,24,53,0
0,35.9,2,10499.48,11,1,50,28,27,1
58.64,44.6,1,31045.94,52,1,50,20,7,0
0,0,0,0,0,2,15,26,192,1
0,0,0,0,0,2,6.81,27,70,1
71.44,45.8,0,3789.47,17,1,100,23,29,0
0,0,0,0,0,2,22,21,192,1
8.39,44.1,0,3486.69,2,1,30,26,19,0
0,0,0,0,0,2,17,26,192,1
49.73,40.3,3,804.23,79,1,50,39,8,0
5.53,39.3,0,17965.06,0,1,10,26,11,0
0,0,0,0,0,2,0,46,17629,1
0,0,0,0,0,2,0,26,17629,1
0,0,0,0,0,2,50,54,249,1
0,0,0,0,0,2,20,17,192,1
0,0,0,0,0,1,51,35,174,1
0,0,0,0,0,1,50,27,192,1
0,0,0,0,0,1,10,18,164,1
0,0,0,0,0,1,10,21,170,1
0,0,0,0,0,1,50,16,258,1
0,0,0,0,0,1,10,21,175,1
0,0,0,0,0,1,30,19,199,1
0,0,0,0,0,1,50,35,261,1
0,0,0,0,0,2,50,23,251,1
36.16,64.6,0,30161.11,132,1,100,24,51,0
0,0,0,0,0,2,20,19,260,1
0,0,0,0,0,1,20,26,185,1
0,0,0,0,0,2,10,26,199,1
0,0,0,0,0,1,10,17,172,1
72.54,26.2,0,7757.1,97,1,50,38,6,0
31.08,48.5,0,24764.27,5,1,30,23,5,0
32.86,25.1,0,2554.96,5,1,30,40,6,0
0,0,0,0,0,1,50,26,209,1
0,0,0,0,0,2,23,18,192,1
0,0,0,0,0,1,50,31,258,1
0,0,0,0,0,2,1,15,241,1
0,0,0,0,0,2,10,23,196,1
61.33,32.5,0,1205.69,2,1,100,24,47,0
0,0,0,0,0,2,13,20,192,1
22.34,28.8,0,4811.61,15,1,30,24,8,0
359.11,81.5,18,12816.82,294,1,100,19,19,0
108.83,49.2,3,6913.08,68,1,100,23,8,0
15.03,19,0,0,0,1,50,30,155,0
43.83,47.1,5,13367.68,16,1,30,29,9,0
192.63,34.9,0,9431.55,67,1,300,30,161,0
0,0,0,0,0,2,20,21,220,1
0,0,0,0,0,1,50,26,262,1
30.93,151.8,47,23930.97,1013,1,30,21,6,0
0,0,0,0,0,2,15,19,190,1
0,0,0,0,0,2,15,19,192,1
19.34,46.9,0,11941.22,11,1,30,27,11,0
22.63,40.6,0,10184.53,13,1,30,33,14,0
96.03,63,0,30431.52,13,1,30,36,11,0
50.53,68.1,3,6126.56,430,1,20,22,3,0
37.77,81.7,1,56641.3,51,1,20,19,0,0
0,0,0,0,0,1,20,31,171,1
0,0,0,0,0,1,50,27,261,1
0,0,0,0,0,1,50,30,253,1
0,0,0,0,0,2,20,23,261,1
32.94,37.1,0,1517.69,6,1,50,18,15,0
0,0,0,0,0,1,30,27,174,1
51.83,31.6,12,1054.07,26,1,50,16,4,0
50.64,48.9,0,6698.44,116,1,30,37,0,0
0,0,0,0,3,2,16,17,190,1
0,0,0,0,0,1,50,15,262,1
0,0,0,0,0,2,30,21,214,1
0,0,0,0,0,2,50,28,240,1
0,0,0,0,0,2,30,15,212,1
27.74,28.9,1,851.69,21,1,20,36,10,0
107.56,55.9,1,36628.72,50,1,30,20,2,0
0,0,0,0,0,1,50,22,261,1
17.34,40.6,0,15430.03,0,1,30,31,15,0
38.34,60.6,1,8415.42,229,1,30,17,6,0
0,0,0,0,0,1,50,46,254,1
0,0,0,0,0,2,16.8,27,218,1
0,0,0,0,0,2,20,18,192,1
5.43,0,0,0,0,2,20,24,97,1
0,0,0,0,0,2,20,18,209,1
0,0,0,0,0,2,10,20,224,1
57.34,57.1,1,13757.71,228,1,50,21,8,0
0,0,0,0,0,2,15,21,190,1
0,0,0,0,0,2,10,21,197,1
32.66,53.3,0,24987.49,51,1,20,32,2,0
26.24,67.8,0,25498.75,22,1,30,21,9,0
0,0,0,0,0,2,20,23,192,1
11.57,38,2,1041.82,0,1,1,19,0,0
52.55,47.8,0,44406.8,4,1,50,20,11,0
0,0,0,0,0,1,20,24,195,1
0,0,0,0,0,1,50,23,256,1
0,0,0,0,0,2,15,25,192,1
0,0,0,0,0,1,30,28,184,1
0,0,0,0,0,2,18,24,192,1
0,0,0,0,0,2,22,18,192,1
0,0,0,0,0,1,10,26,165,1
0,0,0,0,0,2,20,20,192,1
0,0,0,0,0,1,30,21,179,1
27.67,40.8,16,6114.54,64,1,30,22,10,0
0,0,0,0,0,2,15,20,192,1
0,0,0,0,0,1,30,16,257,1
0,0,0,0,0,2,21,20,192,1
0,0,0,0,0,1,50,25,261,1
0,0,0,0,0,2,50,23,254,1
256.94,50.1,1,25814.93,37,1,100,24,58,0
0,0,0,0,0,2,50,23,252,1
23.69,41.5,0,2551.52,0,1,30,42,37,0
37.21,126.8,48,11039.94,651,1,50,17,16,0
26.17,25,0,253.07,21,1,30,29,8,0
0,0,0,0,0,2,10,24,75,1
0,0,0,0,0,1,50,24,259,1
46.76,78.9,3,34005,351,1,30,24,3,0
30.44,59.6,0,14601.25,158,1,20,17,10,0
0,0,0,0,0,2,50,29,256,1
0,0,0,0,0,2,50,44,260,1
0,0,0,0,0,1,30,37,205,1
33.86,43.7,1,13340.49,53,1,30,23,13,0
0,0,0,0,0,2,20,21,192,1
52.17,110,0,8002.36,861,1,50,23,6,0
22.06,45.8,0,16105.77,1,1,20,22,4,0
6.59,0,0,0,0,2,50,18,261,1
38.52,40.4,1,7311.74,22,1,30,31,12,0
14.31,46.1,0,10401.34,1,1,30,36,12,0
26.67,46.5,0,16144.91,16,1,30,22,10,0
0,0,0,0,0,2,0,27,17629,1
0,0,0,0,0,2,6,19,212,1
0,0,0,0,0,1,50,29,251,1
0,0,0,0,0,1,20,22,159,1
0,0,0,0,0,2,50,27,241,1
0,0,0,0,0,1,100,19,190,1
25.46,32.8,1,5238.25,1457,1,10,44,-1,0
9.77,19,0,0,0,1,50,24,157,0
77.87,59.9,3,33990.86,215,1,200,26,162,0
52.96,54.5,13,1863.51,186,1,50,43,13,0
56.91,46.3,0,8584.54,19,1,100,32,39,0
0,0,0,0,0,1,50,24,260,1
0,0,0,0,0,1,50,33,260,1
26.46,68.5,2,38702.65,35,1,30,20,8,0
0,0,0,0,0,2,30,21,260,1
0,0,0,0,0,2,50,21,260,1
0,0,0,0,0,1,0.52,21,255,1
0,0,0,0,0,2,30,20,219,1
0,0,0,0,0,2,5,23,170,1
0,0,0,0,0,2,20,15,252,1
0,0,0,0,0,1,50,25,260,1
23.02,27.3,0,998.49,17,1,10,18,2,0
13.41,0,0,0,2,1,30,22,11,0
48.38,48.6,0,11275.23,37,1,50,26,7,0
0,0,0,0,0,1,50,35,192,1
0,0,0,0,0,2,19,21,192,1
14.08,0,0,0,0,1,20,32,13,0
0,0,0,0,0,2,20,24,192,1
0,0,0,0,0,2,17,22,190,1
36.36,20.5,0,0,17,1,50,47,28,0
19.58,26.6,0,2941.22,0,1,30,35,35,0
17.76,38.6,3,2226.03,60,1,20,27,9,0
22.37,21.1,0,931.53,12,1,30,30,28,0
0,0,0,0,0,1,50,25,255,1
0,0,0,0,0,1,30,24,183,1
0,0,0,0,0,2,0,22,17629,1
36.34,0,0,0,0,1,20,34,7,0
0,0,0,0,0,2,0,20,17629,1
17.6,62,0,9770.4,217,1,50,23,38,0
65.06,86.2,9,73241.07,9,1,50,20,2,0
64.03,44.3,0,9674.53,5,1,100,22,39,0
0,0,0,0,0,2,50,20,259,1
15.95,0,0,0,0,1,50,25,215,1
0,0,0,0,0,2,10,47,189,1
36.71,87.8,1,60624.59,11,1,50,29,18,0
0,0,0,0,0,1,30,48,260,1
25.71,52.5,0,4543.83,105,1,30,23,8,0
32.58,65.6,4,16571.07,187,1,20,35,5,0
30.67,45.7,0,22275.97,3,1,20,27,6,0
0,0,0,0,0,1,50,42,255,1
0,0,0,0,0,1,50,32,260,1
0,0,0,0,0,2,0,24,17629,1
36.36,21.2,0,2334.52,1,1,30,32,1,0
30.62,49.2,1,7652.46,49,1,50,29,20,0
28.77,94.8,16,12542.62,400,1,30,34,18,0
35.26,60.8,0,12583.01,200,1,30,23,4,0
0,0,0,0,0,2,50,15,239,1
0,0,0,0,0,1,30,17,224,1
12.6,11.4,0,0,0,1,100,34,257,0
91.57,51.9,0,45117.04,73,1,100,24,23,0
32.26,57.6,3,14011.75,280,1,50,23,16,0
70.88,60.1,1,10392.8,165,1,100,28,21,0
0,0,0,0,0,1,50,21,255,1
32.87,51.4,1,11283.98,27,1,30,22,4,0
45.42,52.4,2,16204.61,56,1,30,18,14,0
0,0,0,0,0,1,10,27,180,1
0,0,0,0,0,1,10,31,189,1
60.53,27,0,3848.44,0,1,50,27,2,0
0,0,0,0,0,2,18,19,192,1
0,0,0,0,0,2,0,24,17629,1
0,0,0,0,0,1,30,17,196,1
19.07,51.2,0,11563.34,113,1,50,22,20,0
97.16,57.4,18,25226.97,90,1,100,19,13,0
26.56,59,5,9777.91,125,1,30,22,8,0
0,0,0,0,0,1,50,19,206,1
74.66,78.3,0,25185.06,349,1,30,27,0,0
0,0,0,0,0,1,10,17,210,1
58.56,64,2,20425.82,63,1,50,23,6,0
0,0,0,0,0,2,1,36,246,1
0,0,0,0,0,2,19,19,192,1
22.88,48.1,2,12335.1,35,1,30,33,9,0
0,0,0,0,0,1,50,22,201,1
0,0,0,0,0,2,20,24,192,1
14,0,0,0,0,2,0.17,25,89,1
0,0,0,0,0,2,0,25,17629,1
18.68,56.4,2,9671.88,235,1,50,19,23,0
63.57,129.5,66,61278.83,173,1,30,21,0,0
16.67,47.4,2,2185.86,137,1,10,21,2,0
36.88,21.4,1,45.11,0,1,50,23,25,0
0,0,0,0,0,2,50,18,242,1
0,0,0,0,0,2,10,20,195,1
11.17,0,0,0,0,2,5,25,246,1
240.3,38,3,14017.39,102,1,50,22,64,0
0,0,0,0,0,1,50,21,250,1
17.37,19,0,0,0,1,50,29,235,0
267.78,49.7,2,12795.88,15,1,300,24,31,0
28.6,44.2,1,2434.08,1,1,30,23,9,0
46.61,64,25,28961.32,140,1,30,19,8,0
0,0,0,0,0,2,30,17,220,1
31.57,43.4,2,17735.06,1,1,30,30,10,0
25.07,55,0,22502.31,178,1,20,19,4,0
21.38,19.1,0,0,1,1,20,41,5,0
257.58,19,0,22082.16,0,1,50,31,93,0
0,0,0,0,0,2,19,22,192,1
15.57,70.7,2,9021.29,457,1,30,44,15,0
0,0,0,0,0,2,30,20,232,1
44.77,101.1,3,47856.7,26,1,50,21,14,0
0,0,0,0,0,2,30,20,245,1
0,0,0,0,0,1,50,25,221,1
0,0,0,0,0,1,50,41,258,1
46.27,41.3,0,3891.84,38,1,50,29,9,0
60.49,47.2,0,32524.48,0,1,50,13,9,0
0,0,0,0,0,2,30,26,214,1
0,0,0,0,0,1,50,18,256,1
5.91,53.2,2,8336.3,14,1,50,29,25,0
0,0,0,0,0,1,50,31,251,1
46.2,34.8,0,7026.1,15,1,10,20,16,0
0,0,0,0,0,1,50,18,250,1
52.77,34.4,0,2559.64,1,1,50,28,94,0
66.07,43.3,0,5296.47,2,1,1,22,3,0
55.67,20.1,1,11.62,0,1,100,22,110,0
0,0,0,0,0,2,20,18,192,1
19.3,30.9,0,487.78,1,1,30,32,19,0
0,0,0,0,0,2,50,19,258,1
27.35,43.6,0,1513.07,261,1,50,33,22,0
32.22,45.2,0,13742.55,2,1,30,21,9,0
21.27,19,0,0,0,1,30,26,14,0
0,0,0,0,0,1,20,35,178,1
0,0,0,0,0,1,22,21,192,1
43.97,51.8,0,18027.24,163,1,50,31,11,0
21.87,56.6,1,19080.96,113,1,10,21,4,0
5.63,57.5,2,2641.82,5,1,30,20,16,0
0,0,0,0,0,2,30,22,215,1
0,0,0,0,0,2,30,22,205,1
0,0,0,0,0,1,10,32,169,1
0,0,0,0,0,1,50,20,259,1
46.67,49.8,0,5745.98,99,1,30,19,11,0
0,0,0,0,0,1,50,29,231,1
0,0,0,0,0,1,10,18,182,1
0,0,0,0,0,1,50,21,248,1
62.98,49.7,9,19287.95,12,1,50,32,3,0
37.6,53.5,0,27838.13,108,1,30,22,8,0
0,0,0,0,0,2,50,48,256,1
4.08,34.5,0,18132.46,0,1,30,24,39,0
82.48,19.9,1,0,3,1,100,21,17,0
43.9,70.4,8,8732.43,280,1,30,24,3,0
0,0,0,0,0,2,19,23,192,1
0,0,0,0,0,1,1.21,39,238,1
32.78,49,0,28439.98,7,1,30,19,8,0
0,0,0,0,0,2,50,20,121,1
0,0,0,0,0,1,50,27,185,1
0,0,0,0,0,1,0.5,20,153,1
0,0,0,0,0,1,50,43,259,1
18.23,41.3,0,40681.41,9,1,10,42,1,0
0,0,0,0,0,2,2.85,21,236,1
0,0,0,0,0,2,20,20,192,1
0,0,0,0,0,1,50,29,253,1
0,0,0,0,0,2,50,19,259,1
43.98,55.2,1,36861.88,23,1,50,22,10,0
0,0,0,0,0,1,10,21,170,1
0,0,0,0,0,2,16,21,192,1
0,0,0,0,0,1,50,24,256,1
0,0,0,0,0,1,50,22,246,1
0,0,0,0,0,1,30,22,191,1
53.68,68.9,2,39508.3,74,1,50,22,9,0
20.48,46,0,18170.47,0,1,100,26,124,0
61.4,52.7,0,20042.91,133,1,50,42,2,0
26.88,60.3,53,1339.59,358,1,50,30,26,0
55.58,26.7,0,221.08,12,1,50,44,2,0
20.61,42.2,0,4484.14,0,1,30,35,26,0
0,0,0,0,0,2,50,22,247,1
28.38,43.2,1,17347.99,53,1,50,27,20,0
21.6,64.3,10,15928.14,167,1,10,22,5,0
0,0,0,0,0,2,19,18,192,1
103.38,47.8,4,40280.41,15,1,100,19,8,0
0,0,0,0,0,2,0,26,17629,1
0,0,0,0,0,2,18,27,192,1
32.18,55.3,1,26025.97,46,1,30,17,11,0
0,0,0,0,0,2,13,19,192,1
0,0,0,0,0,2,10,26,195,1
41.18,51.7,1,3114.53,85,1,100,30,57,0
93.91,48.4,0,13960.83,28,1,100,29,13,0
0,0,0,0,0,2,15,17,192,1
90,87.9,4,45473.84,79,1,100,34,11,0
34.4,20.7,0,0,33,1,100,55,90,0
33.01,52,0,6624.75,82,1,10,25,37,0
0,0,0,0,0,1,20,24,168,1
0,0,0,0,0,1,2,22,201,1
39.18,62.4,8,23000.34,212,1,30,30,3,0
21.71,37,5,7474.33,45,1,30,25,17,0
65.08,58.1,0,13696.12,168,1,50,25,1,0
0,0,0,0,0,2,30,23,246,1
0,0,0,0,0,2,50,31,258,1
0,0,0,0,0,2,50,23,256,1
0,0,0,0,0,2,10,23,219,1
0,0,0,0,0,2,30,37,234,1
0,0,0,0,0,1,10,21,169,1
0,0,0,0,0,2,20,19,192,1
0,0,0,0,0,1,20,26,172,1
0,0,0,0,0,2,0,32,17629,1
0,0,0,0,0,2,50,51,258,1
0,0,0,0,0,2,15,25,190,1
0,0,0,0,0,2,20,24,192,1
31.28,43.7,0,29468.29,26,1,20,27,0,0
0,0,0,0,0,1,1,18,122,1
0,0,0,0,0,2,50,21,237,1
19.88,47.3,0,17414.66,23,1,20,21,9,0
0,0,0,0,0,2,50,46,258,1
82.38,41,1,4203.78,3,1,100,25,162,0
0,0,0,0,0,2,6.42,28,205,1
41.49,58.3,0,6513.58,342,1,30,23,5,0
0,0,0,0,0,2,21,17,192,1
0,0,0,0,0,1,50,25,233,1
25.22,33.8,0,14366.59,19,1,30,24,13,0
0,0,0,0,0,2,0.56,16,205,1
0,0,0,0,0,2,18,24,190,1
10.21,36.1,1,9957.25,24,1,30,28,19,0
34.61,33.4,0,3610.59,53,1,50,54,20,0
0,0,0,0,0,2,20,20,209,1
0,0,0,0,0,2,0,39,17629,1
0,0,0,0,0,2,0,23,17629,1
0,0,0,0,0,2,50,29,258,1
0,0,0,0,0,2,20,22,192,1
0,0,0,0,0,1,30,18,254,1
0,0,0,0,0,2,20,23,192,1
0,0,0,0,0,1,0,22,17629,1
0,58.9,3,16905.03,146,1,10,23,232,0
22.71,104.3,3,72357.01,70,1,30,24,11,0
37.2,34.8,0,22016.31,26,1,30,24,1,0
0,0,0,0,0,2,0,20,17629,1
0,0,0,0,0,2,20,22,227,1
0,0,0,0,0,1,2,50,165,1
0,0,0,0,0,1,50,19,247,1
27.09,47.3,0,8428.27,7,1,30,40,8,0
0,0,0,0,0,2,20,21,192,1
36.08,46.7,0,8145.34,17,1,100,19,52,0
8.04,30.25,17,748.17,263,1,30,19,39,0
0,0,0,0,0,2,0,21,17629,1
0,0,0,0,0,2,20,27,192,1
0,0,0,0,0,2,16,20,190,1
0,0,0,0,0,2,20,15,258,1
0,0,0,0,0,2,10,27,221,1
39.48,30.1,0,2326.2,2,1,30,26,3,0
0,0,0,0,0,1,50,32,257,1
0,0,0,0,0,2,0.4,26,216,1
0,0,0,0,0,2,16,18,192,1
0,0,0,0,0,1,1.23,31,4,1
0,0,0,0,0,2,20,21,192,1
0,0,0,0,0,1,30,18,232,1
8.67,112.4,0,39995.02,178,1,30,21,32,0
13.93,39.4,0,2295.27,65,1,30,26,17,0
0,0,0,0,0,2,50,41,256,1
22.11,19,0,0,0,1,50,23,21,0
163.88,47.2,0,17665.82,11,1,100,22,2,0
11.85,19.9,0,9206.8,4,1,10,17,5,0
69.02,46.9,1,28719.94,69,1,50,28,17,0
0,0,0,0,0,2,22,20,192,1
0,0,0,0,0,2,0,28,17629,1
0,0,0,0,0,2,0,18,17629,1
17.8,46.3,1,4316.11,31,1,30,14,11,0
0,0,0,0,0,2,30,20,230,1
0,0,0,0,0,1,50,15,226,1
0,0,0,0,0,2,50,19,257,1
0,0,0,0,0,2,20,15,210,1
33.2,34.7,0,6842.13,22,1,50,23,40,0
1.51,19.2,0,1.48,0,1,50,25,98,0
0,0,0,0,0,1,50,33,254,1
0,0,0,0,0,1,50,43,257,1
56.8,35.7,0,25393.65,3,1,100,38,39,0
18.68,47.8,0,19987.27,11,1,30,26,13,0
0,0,0,0,0,2,20,23,192,1
0,0,0,0,0,1,20,17,198,1
71.71,52.7,0,15553.76,33,1,50,26,0,0
61.7,82.1,59,6749.96,740,1,50,30,4,0
52.9,49.2,0,14162.48,2,1,50,20,12,0
0,0,0,0,0,2,20,28,256,1
0,0,0,0,0,1,30,15,207,1
0,0,0,0,0,1,50,29,200,1
48.6,50.8,46,410.73,157,1,30,35,5,0
25.41,81.8,0,37923.82,19,1,30,22,12,0
56.02,19.9,0,0,9,1,100,27,54,0
205.5,19,0,2394.32,9,1,100,32,33,0
0,0,0,0,0,1,50,18,250,1
16.1,41,0,2956.83,24,1,30,22,22,0
32.2,22.9,3,140.07,33,1,50,26,58,0
43.9,37.4,0,1674.53,7,1,50,29,14,0
93.81,19,0,0,0,1,100,28,23,0
181.46,42.6,0,14213.42,9,1,300,29,130,0
0,0,0,0,0,2,50,17,240,1
68.9,51.2,2,26051.18,112,1,100,29,28,0
76.2,48,4,11841.75,145,1,300,23,161,0
27.32,33.9,0,8849.58,1,1,20,25,8,0
0,0,0,0,0,2,0,25,17629,1
0,0,0,0,0,2,50,22,247,1
62.8,18.2,0,0,1,1,100,34,55,0
0,0,0,0,0,2,50,22,256,1
0,0,0,0,0,2,20,27,192,1
60.51,67.12,26,5202.29,191,1,200,51,239,0
27.34,62.6,0,15639.72,63,1,20,21,7,0
22.71,46.1,0,14022.92,11,1,10,29,5,0
0,0,0,0,0,2,30,20,224,1
0,0,0,0,0,1,30,29,222,1
18.71,54,3,8126.28,97,1,4,28,-1,0
0,0,0,0,0,1,30,28,204,1
64.61,58.6,2,23757.32,139,1,50,21,5,0
37.28,25.9,0,457.42,7,1,30,30,0,0
73.36,67.6,0,29705.98,139,1,50,25,6,0
60.12,33.5,2,7685.88,65,1,30,25,14,0
79.83,19.1,0,13430.07,2,1,50,40,10,0
0,0,0,0,0,2,0,27,17629,1
0,0,0,0,0,2,20,20,218,1
0,0,0,0,0,1,30,30,179,1
31.82,20.5,0,2179.41,0,1,10,27,6,0
74.7,26.7,0,4537.03,3,1,100,34,41,0
0,0,0,0,0,1,50,19,227,1
0,0,0,0,0,2,0,24,17629,1
0,0,0,0,0,2,0,27,17629,1
81.2,19,0,0,1,1,100,41,71,0
28.71,64.8,0,4195.03,454,1,50,42,23,0
